"Author","Gender"
"Kantor, Melissa","female"
"Kauffman, Donna","female"
"Keil, Michelle Ruiz","female"
"Kellerman, Faye","female"
"Kendall, Gillian","female"
"Kinsella, Sophie","female"
"Kirkman, Robert","male"
"Klavan, Andrew","male"
"Klein, Joe","male"
"Klosterman, Chuck","male"
"Kotzwinkle, William","male"
"Kovic, Ron","male"
"Krentz, Jayne Ann","female"
"Kuang, R. F.","female"
"Langan, Paul","male"
"Lee, Sandra","female"
"Lehane, Dennis","male"
"Lessing, Doris","female"
"Lindsay, Jeff","male"
"Lookadoo, Justin","male"
"Lubar, David","male"
"Ludlum, Robert","male"
"Luna, Louisa","female"
"MacDonald, Ann-Marie","female"
"MacDonald, Michael Patrick","male"
"Magary, Drew","male"
"Markandaya, Kamala","female"
"Markham, Wendy","female"
"Maroh, Julie","female"
"Martling, Jackie","male"
"Massenet, Jules","male"
"Masterson, Lisa M.","female"
"Mather, Anne","female"
"Maxwell, Robin","female"
"McBride, James","male"
"McCrary Boyd, Blanche","female"
"McCullers, Carson","female"
"McDonagh, Martin","male"
"McGiveny, Maura","female"
"McGuire, Jamie","female"
"McLarty, Ron","male"
"Mejia, Mindy","female"
"Mendler, Edward C.","male"
"Merrell, Billy","male"
"Mezrich, Ben","male"
"Michaels, Fern","female"
"Miller, Madeline","female"
"Miller, Mark","male"
"Milton, John","male"
"Mitchell, David","male"
"Moen, Erika","female"
"Monsen, Avery","male"
"Moore, Alan","male"
"Morgan, Melissa J.","female"
"Moriarty, Jaclyn","female"
"Moriarty, Laura","female"
"Morioka, Hiroyuki","male"
"Murphy, C.E.","female"
"Nakajo, Hisaya","female"
"Naylor, Gloria","female"
"Nazemian, Abdi","male"
"Neff, Beth","female"
"Nelson, James","male"
"Nemirovsky, Irene","female"
"Nguyen, Viet Thanh","male"
"Nielsen, Susin","female"
"Nottage, Lynn","female"
"Noyes, Deborah","female"
"O'Dell, Tawni","female"
"Otsuka, Julie","female"
"Ovid","male"
"Parkhurst, Carolyn","female"
"Payne, Alexander","male"
"Peck, Robert Newton","male"
"Perrotta, Tom","male"
"Petry, Ann","female"
"Petterson, Per","male"
"Phillips, Arthur","male"
"Phillips, Wendy","female"
"Pietrzyk, Leslie","female"
"Pink, Randi","female"
"Pinsky, Drew","male"
"Poniatowska, Elena","female"
"Potter, Patricia","female"
"Powell, Randy","male"
"Preston, Natasha","female"
"Prior, Natalie Jane","female"
"Puzo, Mario","male"
"Radish, Kris","female"
"Reed, M. K.","female"
"Reid, Kiley","female"
"Reynolder, John","male"
"Rhys, Jean","female"
"Richards, Keith","male"
"Roach, Mary","female"
"Roberts, Peggy","female"
"Robinson, Elisabeth","female"
"Roth, Philip","male"
"Rowling, J.K.","female"
"Ruiz Keil, Michelle","female"
"Russell, Bill","male"
"Ryan, Carrie","female"
"Ryan, Pam Muñoz","female"
"Salvatore, Steven","male"
"Sandberg, Sheryl","female"
"Sandford, John","male"
"Sands, Lynsay","female"
"Saramago, José","male"
"Schlink, Bernard","male"
"Schutze, Jim","male"
"Schwab, V. E.","non-binary"
"Schwarzenegger Pratt, Katherine","female"
"Sedaris, David","male"
"Shaffer, Peter","male"
"Shahan, Sherry","female"
"Shattuck, Roger","male"
"Sheff, Nic","male"
"Shields, Carol","female"
"Shreve, Anita","female"
"Shurei, Kouyu","female"
"Silver, Nicky","male"
"Simonet, Andrew","male"
"Sincero, Jen","female"
"Sirees, Nihad","male"
"Sisson, Mark","male"
"Sittenfeld, Curtis","female"
"Slaterguess, Teddy","male"
"Smiley, Jane","female"
"Smith, Kirsten","female"
"Smith, Tara Bray","female"
"Snadowsky, Daria","female"
"Snyder, Midori","female"
"Snyder, Rachel Louise","female"
"Soryo, Fuyumi","female"
"Soto, Gary","male"
"Spark, Muriel","female"
"Spencer, Lavyrle","female"
"St. Clair, Scarlett","female"
"Stevens, Chevy","female"
"Stewart, Jon","male"
"Strayed, Cheryl","female"
"Stumbo, Bella","female"
"Tan, Amy","female"
"Taylor, Alan","male"
"Taylor, Billy","male"
"Tharp, Tim","male"
"Thomas, Lex","male"
"Thompson-Cannino, Jennifer","female"
"Tilly, Meg","female"
"Tran, Phuc","male"
"Trueman, Terry","male"
"Van de Wetering, Janwillem","male"
"Varley, John","male"
"Vasquez Gilliland, Raquel","female"
"Verghese, Abraham","male"
"Viz Media","N/A"
"Vizzini, Ned","male"
"Walker, Rebecca","female"
"Wallach, Tommy","male"
"Wang, Jen","female"
"Ward, Jesmyn","female"
"Ward, Rachel","female"
"Ward, Sandi","female"
"Watson, Larry","male"
"Webb, Charles","male"
"Weinreb, Michael","male"
"Weisberger, Lauren","female"
"Whitcomb, Laura","female"
"Winchester, Linda","female"
"Winchester, Simon","male"
"Winston, Lolly","female"
"Wolfe, Tom","male"
"Wolitzer, Meg","female"
"Wolkers, Jan","male"
"Wright, Cynthia","female"
"Yamanaka, Lois-Ann","female"
"Yates, Richard","male"
"York, Rebecca","female"
"Ytak, Cathy","female"
"Moon, Sarah","female"
"Kelleher, Michael D.","male"
"Ellis, Bret Easton","male"
"Etaat, Shideh","female"
"Forsyth, Frederick","male"
"Harris, Charlaine","female"
"Hazelwood, Ali","female"
"James, Marlon","male"
"Maberry, Jonathan","male"
"McCurdy, Jennette","female"
"Pacat, C. S.","non-binary"
"Yarros, Rebecca","female"
"Stevens, Michael R.","male"
"Green, Katie","female"
"Atkins, Catherine","female"
"Durrow, Heidi W.","female"
"Folman, Ari","male"
"Kushner, Elisabeth","female"
"Lauren, Christina","female"
"Machias, Jules","female"
"Matsui, Yūsei","male"
"Meyers, Susan","female"
"Millay, Katja","female"
"Stone, Tanya Lee","female"
"Sutherland, Tui T.","female"
"Adler, David A.","male"
"Appelt, Kathi","female"
"Benjamin, Ali","female"
"Bolden,Tonya","female"
"Bridges, Ruby","female"
"Bullard, Lisa","female"
"Bunker, Lisa","female"
"Connor, Leslie","female"
"Curtis, Christopher Paul","male"
"Dapier, Jarrett","male"
"Davids, Sharice","female"
"Erskine, Kathryn","female"
"Falls, Kat","female"
"Fradin, Dennis Brindell","male"
"Gemeinhart, Dan","male"
"Holder, Nancy","female"
"Holleville, Elizabeth","female"
"Keller, Tae","female"
"Kelley, True","female"
"Lang, Suzanne","female"
"Larson, Hope","female"
"Manushkin, Fran","female"
"Marino, Andy","male"
"O'Connor, George","male"
"Pancholy, Maulik","male"
"Park, Linda Sue","female"
"Patterson, Jodie","female"
"Peter Mercurio","male"
"Rockliff, Mara","female"
"Rose, Rachel","female"
"Russell, Rachel Renee","female"
"Ruurs, Margriet","female"
"Schwartz, Heather E.","female"
"Skrypuch, Marsha Forchuk","female"
"Skyrpuch, Marsha Forchuk","female"
"Slater, Jack","male"
"Smith, Ronald L.","male"
"Stevenson, ND","non-binary"
"Thrash, Maggie","female"
"Urban, Linda","female"
"Vegara, Maria Isabel Sanchez","female"
"Venable, Colleen AF","female"
"Weir, Ivy Noelle","female"
"Williams, Vera B.","female"
"Young, Cathy","female"
"Doerr, Anthony","male"
"Hillenbrand, Lauren","female"
"Hopkins, Cathy","female"
"Lynch, Janet Nichols","female"
"Peirce, Lincoln","male"
"Smith, L. J.","female"
"Brewer, Z","male"
"Cullen-DuPont, Kathryn","female"
"Farrow, Ronan","male"
"Frick, Kit","female"
"Gray, Ayana","female"
"Kendi, Ibram X.","male"
"Kerr, Trace","female"
"Kress, Emma","female"
"Lonesborough, Gary","male"
"Lovelace, Amanda","female"
"Lundin, Britta","female"
"Malle, Mirion","female"
"Mandanna, Sangu","female"
"McSmith, Tobly","male"
"Osawa, Yayoia","female"
"Racquel, Marie","female"
"Rodi, Robert","male"
"Smedley, Zack","male"
"Stamper, Phil","male"
"Thomas, Peyton","non-binary"
"Vaid-Menon, Alok","non-binary"
"Vallavicenco, Karla Cornejo","female"
"Waldal, Elin Stebbins","female"
"Wilkerson, Isabel","female"
"Stevenson, Bryan","male"
"Caputo, Phillip","male"
"Do, Anh","male"
"Johnson, Cathy G.","female"
"Lowry, Lois","female"
"McIntosh, Will","male"
"Starr, Cecie","female"
"Willingham, Stacy","female"
"McKeon, Belinda","female"
"Breguet, Amy","female"
"Bronski, Michael","male"
"Cicatelli-Kuc, Katie","female"
"Goldstone, Lawrence","male"
"Green, Simon James","male"
"Haack, Daniel","male"
"Hollander, Barbara Gottfried","female"
"Howard, Greg","male"
"Johnson, Leah","female"
"Krosoczka, Jarrett J.","male"
"Michaud, Christopher","male"
"Otoshi, Kathryn","female"
"Rocha, Lucas","male"
"Saulmon, Greg","male"
"Spiegelman, Art","male"
"Uschan, Michael V.","male"
"Watson, Stephanie","female"
"West, Krista","female"
"Winters, Adam","male"
"Conley, Garrard","male"
"Runyon, Brent","male"
"McKissack, Patricia","female"
"Pelzer, Dave","male"
"Dean, Carolee","female"
"Gloeckner, Phoebe","female"
"Gracia, Anna","female"
"Kamara, Mariatu","female"
"Littman, Sarah Darer","female"
"Asano, Inio","male"
"Rainfield, Cheryl","female"
"Chang, Iris","female"
"Cumyn, Alan","male"
"Fortune, Carley","female"
"Murphy, Monica","female"
"Score, Lucy","female"
"Sheridan, Mia","female"
"Vuong, Ocean","male"
"Vivian, Siobhan","female"
"Knowles, John","male"
"Asghar, Fatimah","female"
"Maniscalco, Kerri","female"
"Alpine, Rachele","female"
"Armstrong, Kate J.","female"
"Austrian, J.J.","male"
"Bailar, Schuyler","trans man"
"Balcarel, Rebecca","female"
"Baldacchino, Christine","female"
"Bigelow, Lisa Jenn","female"
"Bird, Jackson","trans man"
"Braun, Eric","male"
"Burgess, Matthew","male"
"Clarke, Cat","female"
"Couch, Robbie","male"
"DeGeneres, Betty","female"
"Dinnison, Kris","female"
"Eliopulos, Andrew","male"
"Elliott, Rachel","female"
"Franta, Connor","male"
"Frazee, Marla","female"
"Gail Villanueva","female"
"Gale, Heather","female"
"Garvin, Jeff","male"
"Gossiaux, Pamela","female"
"Grimm, Gavin","trans man"
"Hitchcock, Shannon","female"
"Hoffman, Sarah","female"
"Hurwin, Davida Wills","female"
"Jennings, Terry Catasus","female"
"Johnson, Varian","male"
"Kostakis, William","male"
"Lee, Yoon Ha","non-binary"
"Leyh, Kat","non-binary"
"Lippincott, Rachael","female"
"Lucas, Chad","male"
"Lukens, F. T.","non-binary"
"MacFarlane, Rachael","female"
"McDonald, Briana","female"
"McLemore, Anna-Marie","non-binary"
"Medina, Nico","male"
"Merrell, Bill","male"
"Miller, Linsey","female"
"Neal, DeShanna","female"
"O'Leary, Sara","female"
"Pascat, C.S.","non-binary"
"Pearlman, Robb","male"
"Phi, Bao","male"
"Polacco, Patricia","female"
"Presley, Elvis","male"
"Quin, Tegan","queer female"
"Ramadan, Danny","male"
"Reese, Jenn","female"
"Rosenthal, Amy Krouse","female"
"Salazar, Aida","female"
"Sass, A. J.","non-binary"
"Schiffer, Miriam B.","female"
"Self, Jeffery","male"
"Selznick, Brian","male"
"Sloan, Holly Goldberg","female"
"Sterling, Isabel","female"
"Stevens, Courtney","female"
"Stevenson, N.D.","non-binary"
"Sturges, Lilah","trans woman"
"Tang, Betty","female"
"Thomas, R. Eric","male"
"Twiss, Jill","female"
"Underwood, Sarah","female"
"Valentino, Serena","female"
"Villasante, Alexandra","female"
"Watters, Shannon","female"
"Wicks, Maris","female"
"Ziyad, Hari","non-binary"
"Brynie, Faith Hickman","female"
"Huegel, Kelly","female"
"Witton, Hannah","female"
"Zamora, Javier","male"
"Greenidge, Kaitlyn","female"
"Ward, J.R.","female"
"Charles, Tami","female"
"Florence, Debbi Michiko","female"
"Greenwald, Lisa","female"
"Levy, Joanne","female"
"Macaulay, David","male"
"Needell, Claire","female"
"Nielson, Laney","female"
"Petrikowski, Nicki Peter","female"
"Prout, Chessy","female"
"Ramsey, Martha","female"
"Rocklin, Joanne","female"
"Staniszewski, Anna","female"
"Sugg, Zoe","female"
"Taylor, Will","male"
"The Kao","non-binary"
"Tonatiuh, Duncan","male"
"Vail, Rachel","female"
"Wilson, Martin","male"
"Miller, Chanel","female"
"Nietfeld, Emi","female"
"Hyde, Margaret O.","female"
"Lee, Harper","female"
"O'Brien, Tim","male"
"Hayden, Torey","female"
"Burcaw, Shane","male"
"Gilliland, Raquel Vazquez","female"
"McNeil, Gretchen","female"
"Barker, Kim","female"
"Povich, Lynn","female"
"Armas, Elena","female"
"Cochrun, Alison","female"
"Gowen, L. Kris","female"
"Hall, Alexis","non-binary"
"Moore, Darnell L.","male"
"Stok, Barbara","female"
"Dooley, Sarah","female"
"Salinger, J.D.","male"
"Stratton, Allan","male"
"Wilde, Oscar","male"
"Brubaker, Ed","male"
"Haskins, James","male"
"No Author Specified","N/A"
"Schanzer, Rosalyn","female"
"Larson, Gary","male"
"Dreiser, Theodore","male"
"Alger, Cristina","female"
"Lemire, Jeff","male"
"McCullouch, Amy","female"
"Mochizuki, Ken","male"
"Jenkins, Emma Mae","female"
"Scott, Libby","female"
"Ahmed, Badeeah Hassan","female"
"Blessing, Blake","male"
"Brianna Bourne","female"
"Carolyn Mackler","female"
"Chen, Gina","female"
"Dabos, Christelle","female"
"Dickinson, Stephanie","female"
"Dominy, Amy Fellner","female"
"Dunn, Pintip","female"
"Firestone, Carrie","female"
"Firkins, Jacqueline","female"
"Gagnon, Jilly","female"
"Gardner, John","male"
"Grace, Adalyn","female"
"Harvey, Sarah N.","female"
"Johnson, Angela","female"
"Kiesbye, Stefan","male"
"Klein, Rebecca T.","female"
"Lockhart, E","female"
"Lord, Emery","female"
"McLaughlin, Lauren","female"
"Nelson, David E.","male"
"Ostrovski, Emil","male"
"Ryan, Lexi","female"
"Sedgwick, Chantele","female"
"Strohm, Stephanie Kate","female"
"Tate, Polo","female"
"Tillit, L.B.","female"
"Tyndall, Nicole B.","female"
"Vale, Lillie","female"
"Walton, Jessica","female"
"Watkins, Christine","female"
"White, Sarah","female"
"Wiesel, Elie","male"
"Wolff, Tracy","female"
"Jessop, Carolyn","female"
"Tartt, Donna","female"
"Bildner, Phil","male"
"Brown, Tracy","female"
"des Neiges Léonard, Marie","female"
"Fields, Juliana","female"
"George, Madeleine","female"
"Grinapol, Corinne","female"
"Hennessey, M. G.","female"
"Hoblin, Paul","male"
"Kawa, Katie","female"
"Lockington, Mariama J.","female"
"Lukens, FT","non-binary"
"Manzer, Jenny","female"
"Membrino, Anna","female"
"Moskowitz, Hannah","female"
"Prager, Sarah","female"
"Rapinoe, Megan","female"
"Sanders, Rob","male"
"Choi, Susan","female"
"Withers, Pam","female"
"La Sala, Ryan","male"
"Egan, Jennifer","female"
"Ellroy, James","male"
"Haley, Alex","male"
"Kundera, Milan","male"
"Murphy, Louise","female"
"Novik, Naomi","female"
"Scott, Mindi","female"
"Whitehead, Colson","male"
"Cummins, Jeanine","female"
"Dawn, Sasha","female"
"Bode, Janet","female"
"Gedatus, Gustav Mark","male"
"Golden, Robert N.","male"
"Simons, Rae","female"
"Suburbia, Liz","female"
"Tattersall, Clare","female"
"Willis, Laurie","female"
"Medina, Tony","male"
"Herbach, Geoff","male"
"O'Brien, Erica","female"
"Rowser, Jamila","female"
"Bernay, Emma","female"
"Ford, J. R.","male"
"Holt, K. A.","female"
"Macias, Maryann Jacob","female"
"Stansbie, Stephanie","female"
"Wong-Kalu, Hinaleimoana","trans woman"
"Fukui, Isdamu","male"
"Jenkins, A.M.","female"
"Foltz, Linda Lee","female"
"Grace, Hannah","female"
"Aronson, Marc","male"
"Essex, Karen","female"
"Hendricks, Greer","female"
"McAdams, Molly","female"
"Neufeld, John","male"
"Melnick, Lynn","female"
"Miles, Sara","female"
"Cole, Courtney","female"
"Sapkowski, Andrzej","male"
"Whitten, Hannah","female"
"Birmant, Julie","female"
"Sass, Adam","male"
"Chevat, Richie","male"
"Abraham, Anika","female"
"Baldino, Greg","male"
"Barter, Catherine","female"
"Bausum, Ann","female"
"Brown, Erik J.","male"
"Brown, Peter","male"
"Burling, Alexis","female"
"Clark, Kristin Elizabeth","female"
"Cronn-Mills, Kirstin","female"
"Cunningham, Anne","female"
"Curlee, Lynn","male"
"Currie, Stephen","male"
"Dairman, Tara","female"
"Derrick, Alyson","female"
"Eboch, M.M.","female"
"Farizan, Sara","female"
"Frick, Lisa","female"
"Ghafoerkhan, Olivia","female"
"Gitlin, Martin","male"
"Greene, Stephanie","female"
"Heaney, Katie","female"
"Key, Janet","female"
"Kittleson, Mark J.","male"
"Lee, Emery","non-binary"
"Leone, Bruno","male"
"London, Alex","male"
"Maclear, Kyo","female"
"McCormick, Anita Louise","female"
"Nardo, Don","male"
"Ojeda, Auriana","female"
"Parks, Casey","female"
"Penfold, Alexandra","female"
"Sheen, Barbara","female"
"The New York Times Editorial Staff","N/A"
"Thompson, Lin","non-binary"
"Valdes, David","male"
"Wilcox, Christine","female"
"Wilke, Daria","female"
"Wind, Lee","male"
"Winn, Alice","female"
"Yee, Paul","male"
"Allison, Dorothy","female"
"Branson, Mary Kinney","female"
"Bryson, Bill","male"
"Bugliosi, Vincent","male"
"Dunham, Cyrus Grace","non-binary"
"Fanning, Diane","female"
"Hoyt, Elizabeth","female"
"Knight, Michelle","female"
"McCullough, Colleen","female"
"McGuire, Christine","female"
"McNamara, Michelle","female"
"Pulitzer, Lisa Beth","female"
"Rule, Ann","female"
"Shepard, Judy","female"
"Tsiolkas, Christos","male"
"Wall, Elissa","female"
"Silverberg, Cory","non-binary"
"Browne, Mahogany L.","female"
"Mechner, Jordan","male"
"Novgorodoff, Danica","female"
"Pierce Brown","male"
"Terry Pratchett","male"
"Gow, Robin","non-binary"
"Reyes, Sonora","female"
"Ellison, Joy Michael","non-binary"
"Young, Annemarie","female"
"Hall, Michael","male"
"Andrews, Arin","trans man"
"Kao, The","non-binary"
"Herman, C.L.","female"
"Quindlen, Kelly","female"
"Pohlen, Jerome","male"
"Burgan, Michael","male"
"Freitas, Donna","female"
"June, Jason","male"
"Allison, John","male"
"Beah, Ishmael","male"
"Benjamin, Chloe","female"
"Boylan, Jennifer Finney","trans woman"
"Corinna, Heather","female"
"Diaz, Junot","male"
"Harrison, L.","female"
"Hoffman, Alice","female"
"Lund, Cameron","female"
"Nguyen, Bich Minh","female"
"Pessl, Marisha","female"
"The Nib","N/A"
"Umminger, Alison","female"
"Vivan, Siobhan","female"
"Bertie, Alex","male"
"Etler, Cyndy Drew","female"
"Langford, Jo","male"
"Mesrobian, Carrie","female"
"Millner, Denene","female"
"Smith, Heather","female"
"Suzuma, Tabitha","female"
"Gottlieb, Iris","female"
"Ibrahim, Marawa","female"
"Mirk, Sarah","female"
"Rayne, Karen","female"
"Temple, Teri","female"
"Traugh, Susan M.","female"
"Wells, Maggie","female"
"Parks, Peggy J.","female"
"Seba, Jaime A.","female"
"Toboso, Yana","female"
"Chmakova, Svetlana","female"
"Abdo, Kenny","male"
"Agell, Charlotte","female"
"Amery, Heather","female"
"Arakawa, Hiromu","female"
"Ashihara, Daisuke","male"
"Being, Bridey","female"
"Bell, Cathleen Davitt","female"
"Benson, Alana","female"
"Berryhill, Shane","male"
"Bloor, Edward","male"
"Brockenbrough, Martha","female"
"Burch, Christian","male"
"Carey, Janet Lee","female"
"Chaikin, Andrew","male"
"Clay, Kathryn","female"
"Clements, Andrew","male"
"Cole, Olivia A.","female"
"Collins, Orlagh","female"
"Crocker, Nancy","female"
"Curtis, Marci Lyn","female"
"DeCarlo, Carolyn","female"
"DiCamillo, Kate","female"
"Editors of One Nation","N/A"
"Gordimer, Nadine","female"
"Gotoge, Koyoharu","female"
"Grande, Reyna","female"
"Gray, Laurie","female"
"Guerra, Claudia R.","female"
"Gustafson, Cassie","female"
"Haddix, Margaret Peterson","female"
"Hancock, Justin","male"
"Hatori, Bisco","female"
"Hecht, Tracey","female"
"Higgins, F. E.","female"
"Hino, Matsuri","female"
"Isayama, Hajime","male"
"Ishida, Sui","male"
"Izumi, Mitsu","female"
"Jae, Ava","non-binary"
"Johnson, Lora Beth","female"
"Kidd, Ronald","male"
"Krischer, Hayley","female"
"Krys, Michelle","female"
"Kubo, Tite","male"
"Kuehnert, Stephanie","female"
"La Bella, Laura","female"
"Lawrence, L. S.","female"
"Libbrecht, Kenneth George","male"
"Mann, Jennifer Ann / Mann, J. Albert","female"
"McLaughlin, Kate","female"
"McVicar, Jekka","female"
"Michaelis, Antonia","female"
"Moussavi, Sam","male"
"Murphy, Rita","female"
"Ohba, Tsugumi","male"
"Ōima, Yoshitoki","female"
"ONE","male"
"Orr, Tamra B.","female"
"Pear, Nancy","female"
"Phelan, Matt","male"
"Pohl, Laura","female"
"Poole, H. W.","male"
"Reeve, Philip","male"
"Richardson, Jean","female"
"Roza, Greg","male"
"Scarrow, Alex","male"
"Sheth, Kashmira","female"
"Shirai, Kaiu","male"
"Siegert, Mia","female"
"Skogen, Jennifer","female"
"Smith, Roland","male"
"Stanchak, John E.","male"
"Takeuchi, Naoko","female"
"Tanemura, Arina","female"
"Tash, Sarvenaz","female"
"Umino, Chika","female"
"Wallace, Rich","male"
"Ward, David","male"
"Warren, Mary Anne","female"
"Wayama, Yama","female"
"White, Andrea","female"
"Wilson, Nathan D.","male"
"Yuki, Kaori","female"
"Yumi, Kiiro","female"
"Zeitlin, Meredith","female"
"Greenman, Catherine","female"
"Shirvington, Jessica","female"
"Hassan, Michael","male"
"Grey, Melissa","female"
"Venable, Colleen A. F.","female"
"Gurtler, Janet","female"
"Anders, Charlie Jane","non-binary"
"Banks, Anna","female"
"Bell, William","male"
"Bongiovanni, Archie","non-binary"
"Brooks, Geraldine","female"
"Burns, Olive Ann","female"
"Carter, Ally","female"
"Cather, Willa","female"
"Christopher, Lucy","female"
"Collins, Suzanne","female"
"Ford, Jamie","male"
"Frost, Mark","male"
"Gardner, Sally","female"
"Griffin, Molly Beth","female"
"Grissom, Kathleen","female"
"Gudenkauf, Heather","female"
"Hand, Cynthia","female"
"Harrison, Lisi","female"
"Hill, Joe","male"
"Ivey, Eowyn","female"
"Jacobs, Kate","female"
"Jahren, Hope","female"
"Kelly, Martha Hall","female"
"Kimmel, Haven","female"
"Knoll, Jessica","female"
"Lord, Emma","female"
"Luttrell, Marcus","male"
"Maison, Corey","trans woman"
"Marillier, Juliet","female"
"Martel, Yann","male"
"Metcalfe, Stephen","male"
"Nijkamp, Marieke","non-binary"
"Noah, Trevor","male"
"O'Donnell, Lisa","female"
"Paige, Daniella","female"
"Prose, Francine","female"
"Ramée, Lisa Moore","female"
"Ribay, Randy","male"
"Rothfuss, Patrick","male"
"Rubin, Lance","male"
"Saad, Layla F.","female"
"Sales, Leila","female"
"Sandler, Karen","female"
"Schwalbe, Will","male"
"Searles, John","male"
"Semple, Maria","female"
"Setterfield, Diane","female"
"Shaara, Michael","male"
"Shaffer, Mary Anne","female"
"Sheinkin, Steve","male"
"Smith, Niki","non-binary"
"Stinson, Kathy","female"
"Sutherland, Krystal","female"
"Tamaki, Jillian","female"
"Thackeray, William Makepeace","male"
"Tolan, Stephanie","female"
"Toten, Teresa","female"
"Walker, Karen Thompson","female"
"Wein, Elizabeth","female"
"Weir, Andy","male"
"Westover, Tara","female"
"White, Tracy","female"
"Williams, Tennessee","male"
"Zarr, Sara","female"
"Celano, Marianne","female"
"Sindu, S. J.","female"
"Ahonen, J.P.","male"
"O'Malley, Bryan Lee","male"
"Toma, Rei","female"
"Vivès, Bastien","male"
"Abbott, Karen","female"
"Aguirre, Ann","female"
"Alexander, Pat","female"
"Alko, Selina","female"
"Allen, John","male"
"Aller, Susan Bivin","female"
"Ancona, George","male"
"Anderson, Carol","female"
"Anderson, William","male"
"Araki, Hirohiko","male"
"Augustin, Marion","female"
"Auld, Mary","female"
"Avi","male"
"Aylesworth, Thomas G.","male"
"B., David","male"
"Baker, Tim","male"
"Barakiva, Michael","male"
"Barron, T. A.","male"
"Bascomb, Neal","male"
"Bastian, Jeremy A.","male"
"Becker, Harmony","female"
"Bell, Julian","male"
"Beller, Susan Provost","female"
"Belleza, Rhoda","female"
"Beneduce, Ann Keay","female"
"Benge, Janet","female"
"Benioff, David","male"
"Berendes, Mary","female"
"Berkow, Ita G.","female"
"Bessiere, Gerard","male"
"Bhagwati, Anuradha","female"
"Blohm, Craig E.","male"
"Blount, Patty","female"
"Blume, Lesley M. M.","female"
"Bodden, Valerie","female"
"Bodeen, S.A.","female"
"Bonsignore, Gregory","male"
"Bornstein, Kate","non-binary"
"Boss, Sarah","female"
"Bowie, Walter Russell","male"
"Bradley, Alan","male"
"Bragg, Juliana","female"
"Brannen, Sarah","female"
"Brenner, Barbara","female"
"Brock, Rose","female"
"Brodsky, Beverly","female"
"Brown, Lars","male"
"Brown, Lisa","female"
"Brown, Margaret Wise","female"
"Bryan, Ali","female"
"Buchholz, Elke Linda","female"
"Buck, Pearl S.","female"
"Buford, Candace","female"
"Bui, Thi","female"
"Bunn, Cullen","male"
"Burd, Nick","male"
"Burgess, Rebecca","female"
"Burns, Kate","female"
"Burton, Jessie","female"
"Calonita, Jen","female"
"Campbell Bartoletti, Susan","female"
"Campbell, W. John","male"
"Canfield, Jack","male"
"Carey, Mike","male"
"Carlson, David L.","male"
"Cawthon, Scott","male"
"Cazenove, Christopher","male"
"Chaikin, Miriam","female"
"Chao, Gloria","female"
"Charbonneau, Joelle","female"
"Chaucer, Geoffrey","male"
"Chilvers, Ian","male"
"Chinn, Mike","male"
"Choldenko, Gennifer","female"
"Chorao, Kay","female"
"Chute, Hillary L.","female"
"Ciaramella, Jason","male"
"Cline-Ransome, Lesa","female"
"Colfer, Eoin","male"
"Coogan, Michael D.","male"
"Cook, Maria","female"
"Cooper, Ilene","female"
"CoreKnowledge","N/A"
"Cortez, Rio","female"
"Crabtree, Susan","female"
"Crilley, Mark","male"
"Cumming, Alan","male"
"Cumming, Robert","male"
"Cummings, Lindsay","female"
"d'Lacey, Chris","male"
"Dandro, Travis","male"
"Daniels, Babygirl","female"
"Davidson, Alice Joyce","female"
"Davis, Kenneth C.","male"
"Deleon, Jana","female"
"Delval, Marie-Hélène","female"
"Desjardins, India","female"
"Dhaliwal, Aminder","female"
"Di Cagno, Gabriella","female"
"Dietrich, Cale","male"
"Dillon, Diane","female"
"Dolcetta, Marco","male"
"Dorfman, Andrea","female"
"Dorkin, Evan","male"
"Dougan, Andy","male"
"Drohojowska-Philip, Hunter","female"
"du Maurier, Daphne","female"
"Duhig, Holly","female"
"Durand, Elodie","female"
"Durst, Sarah Beth","female"
"Eddy, Celia","female"
"Editors of Cider Mill Press","N/A"
"Editors of the Reader's Digest","N/A"
"Efaw, Amy","female"
"Endo, Tatsuya","male"
"Englander, Anrenee","female"
"Eskilson, Stephen J.","male"
"Evans, Shane W.","male"
"Evison, Jonathan","male"
"Ewert, Marcus","male"
"Fahmy, Huda","female"
"Fehlner, Paul","male"
"Fischer, Rusty","male"
"Fish, Helen Dean","female"
"Fisher, Leonard Everett","male"
"Fisher, Owl","non-binary"
"Fitzpatrick, Anne","female"
